"","Title","Active Learning","Active Listening","Complex Problem Solving","Coordination","Critical Thinking","Equipment Maintenance","Equipment Selection","Installation","Instructing","Judgment and Decision Making","Learning Strategies","Management of Financial Resources","Management of Material Resources","Management of Personnel Resources","Mathematics","Monitoring","Negotiation","Operation and Control","Operation Monitoring","Operations Analysis","Persuasion","Programming","Quality Control Analysis","Reading Comprehension","Repairing","Science","Service Orientation","Social Perceptiveness","Speaking","Systems Analysis","Systems Evaluation","Technology Design","Time Management","Troubleshooting","Writing","dim"
"570","Middle School Teachers, Except Special and Career/Technical Education",3.62,4,3.5,3.5,3.62,1,1,1,4.12,3.5,3.75,1.12,1.5,3,2.62,3.62,3.12,1.25,1.88,1.25,3,1.38,2.38,3.88,1,1.38,3.38,3.75,4.12,2.75,2.88,1.5,3.62,1.62,3.75,"Importance"
"571","Midwives",3.25,3.88,3.12,3.38,4,1,1.5,1,3.25,3.88,3,1.88,2.12,2.75,2.25,3.75,2.5,1.88,2.38,1.5,2.88,1.5,2.12,3.5,1,2.75,3.5,3.88,3.88,2.62,2.62,1.5,3,1.75,3.25,"Importance"
"572","Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic",2.62,3.38,2.88,2.62,3.25,2.38,2.25,1.88,2.38,2.88,2.12,1.62,1.62,2.25,2.5,3.38,1.88,2.62,3.5,2.25,2,1.38,2.88,3.25,2.38,1.62,2.12,2.88,3,2.25,2.12,1.75,2.88,2.62,2.5,"Importance"
"573","Millwrights",3.38,3.38,3.12,3.38,3.5,3.75,3.12,4.12,3.25,3.25,3,1.5,1.88,2.75,2.75,3.38,2.88,3.38,3.75,1.5,2.75,1.38,3.25,3,3.5,1.25,2.88,2.75,3.12,2.38,2.5,2,3.38,3.5,2.62,"Importance"
"574","Mine Cutting and Channeling Machine Operators",2.75,3.38,2.88,3,3.5,3,2.88,1.5,2.62,3,2.5,1.62,1.88,2.62,2.25,3.25,2.5,3.38,3.62,1.38,2.5,1,3,2.25,3,1.12,2.62,3.12,3.12,2.5,2.62,1.88,3,3,2.12,"Importance"
"575","Mine Shuttle Car Operators",2,2.62,2.38,2.5,2.75,3,1.62,1,2,2.5,1.5,1.12,1.38,1.88,1.62,3.12,1.75,4.12,3.25,1.12,1.75,1,2,2.38,2.62,1.12,1.62,2.12,2.88,1.38,1.38,1.25,2.5,2,2.12,"Importance"
"576","Mining and Geological Engineers, Including Mining Safety Engineers",3.25,3.75,4,3.25,4.12,1,2.25,1,3,4,2.88,3,3.12,3,3.62,3.62,2.62,2.12,3,3.25,2.75,2.75,3.12,4,1,3.38,2.38,2.88,4,3.75,3.5,2.62,3.38,2.12,4,"Importance"
"577","Mixing and Blending Machine Setters, Operators, and Tenders",3,3,2.88,2.88,3,3.12,2.12,1,2.38,2.88,2.62,1.75,2,2.38,2.5,3.25,2.12,3.62,3.62,1.25,2.12,1.75,3.12,3.25,2.75,2.25,2.25,2.88,3,2.62,2,1.25,3,2.88,3,"Importance"
"578","Mobile Heavy Equipment Mechanics, Except Engines",2.88,3,3.12,2.75,3.38,3.88,3.25,2.38,2.5,3,2.38,2.12,2.62,2.75,2.5,3.12,2.25,3.5,3.75,1.88,2.5,1.62,3.5,3,3.88,2.25,2.88,2.88,3,2.5,2.38,2.12,2.88,4,2.5,"Importance"
"579","Model Makers, Metal and Plastic",2.75,3,2.88,2.5,3.25,2.62,3,1.38,2,3.12,2.25,1.75,2,2,2.62,3.25,1.75,3.5,3.38,2.5,2,1,3.25,2.75,2.5,1.75,1.88,2.75,3,1.38,2,2.12,3,3,2.5,"Importance"
"580","Model Makers, Wood",3,3.38,2.75,2.75,3.25,1.12,1.38,1.38,2.5,3,2.25,1.62,1.75,2.38,2.38,3.38,2.12,2.75,3.12,3.25,2.38,1.38,2.75,3.38,1,1.62,2.62,2.88,3.12,2.38,2.25,1.62,3.12,2,2.75,"Importance"
"581","Models",2.12,2.88,2.12,2.5,2.62,1,1.12,1,1.12,2.38,1.12,1.12,1.25,1.62,1.25,2.25,2.25,1,1,1.5,2.12,1,1.25,2.62,1,1,2,3,2.75,1.88,1.12,1.62,2.88,1,2.38,"Importance"
"582","Molding and Casting Workers",2.88,3,3,2.88,3,2.75,2.38,1.12,2.12,2.88,2.5,1.5,2,2.12,2.38,3,2,3,3.38,1.62,2,1,2.88,3.12,2.88,1.12,2.25,2.88,2.88,2,2,1.38,2.88,2.75,2.5,"Importance"
"583","Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",2.62,3.12,2.62,2.25,3,2.88,2.25,1.75,2,2.5,2.12,1,1.38,1.88,2.12,3,2.12,3.5,3.5,2.12,2.12,1,3.25,3,2.75,1.25,1.88,2.62,2.88,1.12,2.25,1.62,2.75,2.88,2.62,"Importance"
"584","Molecular and Cellular Biologists",4.12,4,4,3.25,4.38,1,2,1,3.5,4,3.75,2.75,2.62,3,3.62,3.62,2.5,2.38,2.88,3,2.5,2.75,2.75,4.5,1,4.62,2.5,3,3.75,3.25,3.25,2.25,3.25,1.75,4.25,"Importance"
"585","Morticians, Undertakers, and Funeral Directors",3,3.75,3.12,3.75,3.38,1,1.12,1,2.88,3.38,2.75,2.88,2.62,3,2.88,3.12,3.25,2.62,2.62,2.75,3.12,1.38,2.75,3.25,1,2.25,4,4.12,3.88,2.88,2.88,1.62,3.38,1.75,3.38,"Importance"
"586","Motion Picture Projectionists",2.25,3.12,2.75,2.62,2.88,2.75,2.25,1.38,2,2.62,2.12,1.25,1.62,2,1.38,3.12,2,3.38,3.38,2.12,2.25,1,2.75,2.88,2.75,1.25,2.5,2.75,2.88,1.62,1.75,1.38,2.88,2.75,2.38,"Importance"
"587","Motorboat Mechanics and Service Technicians",2.38,3.12,3.12,2.5,3.38,3.88,3.12,1.62,1.88,3.12,2,1.75,2,1.88,2.25,2.88,1.88,3.62,3.5,1.5,2,1.62,3.12,2.75,4,2,2.62,2.62,3,2.25,2.25,1.88,2.75,3.75,2.5,"Importance"
"588","Motorboat Operators",3,3.38,3.12,3,3.25,3.25,2.75,1,2.75,3.38,2.5,1.88,2,3,2.38,3.25,2.5,3.88,3.75,1.75,2.38,1,3.12,2.62,2.88,1.75,3.12,3.12,3.5,2.5,2.5,1.75,2.75,3.12,2.5,"Importance"
"589","Motorcycle Mechanics",3,3.38,3.25,2.88,3.25,3.12,2.88,2.12,2.62,3,2.75,1.12,1.88,2.25,2,3.12,2.25,2.88,3,2,2.62,1.38,3,2.88,3.88,1.88,3,2.88,3.12,2.25,2.25,1.75,3,3.62,2.62,"Importance"
"590","Multimedia Artists and Animators",3.25,3.88,3.25,3.38,3.5,1,1.75,1,2.88,3.38,2.75,2.12,2.12,2.62,2.38,3.25,2.88,2.25,2.12,2,3,2.12,1.62,3.75,1,1,2.75,3,3.38,2.75,2.62,2.12,3.5,1,3.25,"Importance"
"591","Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",2.62,3,3,3,3.12,3,2.38,2.25,2.88,2.88,2,1.5,1.88,2.12,2,3.12,2,3.25,3.88,2,2.12,1.5,3.38,3,2.88,1.12,2.25,2.88,3,2.25,2.12,1.88,2.88,3.12,2.62,"Importance"
"592","Municipal Clerks",3,3.88,2.75,3.25,3.12,1,1.12,1,2.12,3,2,2.62,1.88,2.12,2.62,3,2.12,1.38,1.5,1.5,2.38,1.38,1.75,4,1,1.12,2.88,3,3.88,2.12,2,1.62,2.88,1,3.75,"Importance"
"593","Municipal Fire Fighting and Prevention Supervisors",3.62,3.75,3.62,3.62,3.62,2.88,2.5,1,3.38,3.62,3.25,2.25,2.38,3.75,2.75,3.62,3.25,3,3.12,3,3.38,1.75,3,3.38,2.62,2.88,3.5,3.62,3.75,3.12,3.25,1.88,3.62,2.75,3.62,"Importance"
"594","Municipal Firefighters",3,3.62,3.12,3.62,3.62,3,2.5,1,3.38,3.38,3.25,1.62,1.88,2.62,2.38,3.5,2.88,3.5,3.62,2.5,2.75,1.38,2.75,3.25,2.62,2.62,3.5,3.25,3.38,2.88,2.75,1.62,3,3,3,"Importance"
"595","Museum Technicians and Conservators",3.12,3.75,3.25,3.12,3.25,1.12,1.12,1.5,3,3.12,2.62,1.75,2,2.38,2.12,3.25,2.75,2.12,2.5,1.38,2.75,1.38,2.75,3.5,1.25,2.25,2.88,3,3.5,2.5,2.5,2,3,1.88,3.38,"Importance"
"596","Music Composers and Arrangers",3,3.5,3.12,3.38,3.5,1,1.12,1,2.38,3.38,2.38,1.5,1.5,2.5,1.88,3.12,2.5,1,1,2.88,2.62,1.62,1.12,3.62,1,1.38,2.75,2.88,3.38,2.5,2.38,1.62,3.38,1,3.62,"Importance"
"597","Music Directors",3.38,3.62,3.5,3.62,3.62,1,1.12,1,4.25,3.88,3.38,2,1.75,3.38,1.75,3.5,3.12,1,2.25,2.38,3.25,1,1.88,2.88,1,1.5,3.25,3.62,3.5,3.25,3.5,1.75,3.25,1,3.12,"Importance"
"598","Music Therapists",3.38,4,3.38,3.25,3.88,1,1.5,1,3.38,3.5,3.62,1.75,2,2.62,1.88,3.5,3,1.12,2.12,1.62,3.25,1.38,1.88,3.88,1,1.62,3.88,4.25,3.88,3.38,3.12,1.75,3.25,1.62,3.38,"Importance"
"599","Musical Instrument Repairers and Tuners",3.12,3.25,3.38,2.75,3.5,3.38,3,1.38,2.25,3.62,2.5,2.25,2.5,2.25,1.88,3,2.5,2.75,3.25,2,2.75,1,4,2.62,3.75,1.88,3.12,3.25,3.12,2.88,2.88,2,3.25,3.75,2.38,"Importance"
"600","Musicians, Instrumental",2.62,3.5,2.5,3.38,2.88,1,1.12,1,2.25,2.62,2.38,1,1,2.25,1.62,2.88,2.5,1,1.62,1.75,2.75,1,1.62,2.75,1,1,2.62,3.25,3.12,2.38,2.25,1.25,2.88,1.5,2.62,"Importance"
"601","Nannies",3.12,4,3.88,3.62,3.75,1,1.25,1,3.5,4,3.5,1.88,2.12,2.5,1.62,4,3.25,2.12,2.12,2.38,3.62,1,2.38,3.25,1,2,3.75,4.12,4.12,2.62,3,1.38,3.75,1.5,3.12,"Importance"
"602","Nanosystems Engineers",3.75,3.62,3.75,3,4,2.12,2.38,1,2.88,3.62,3,2.12,2.25,3,3.75,3.25,2.75,2.38,2.75,3.12,2.75,2.38,2.75,3.88,2.12,3.88,2.88,3.12,4,3.25,3.12,2.88,3.12,2.38,3.88,"Importance"
"603","Natural Sciences Managers",3.38,3.88,3.75,3.38,3.88,1,1.12,1,3,3.75,3.25,2.75,2.5,3.62,3.25,3.5,2.88,1.75,1.88,3.25,3,1.88,2.12,4,1,3.75,2.88,3.38,4,3.12,3.25,2.62,3.38,1.5,4.12,"Importance"
"604","Naturopathic Physicians",3.75,4.12,3.75,3.12,4.12,1,1.38,1,3.12,4,3.25,1.88,1.88,2.88,2.5,3.12,2.62,1.5,1.75,1.75,3,1.62,1.88,4.12,1,3.25,3.88,4.12,4.12,3.12,3.25,1.75,2.88,1,3.75,"Importance"
"605","Network and Computer Systems Administrators",3.25,3.5,3.62,3,3.75,3,3,2.38,2.75,3.62,2.62,2.25,2.62,2.88,2.88,3.62,2.5,3,3.5,3,2.75,3.5,3.25,3.75,2.88,2.12,2.88,3,3.5,3.75,3.62,2.75,3.12,3.5,3.12,"Importance"
"606","Neurodiagnostic Technologists",3,3.75,3,3,3.88,2.12,1.88,1,3,3.25,3,1.88,2,2.62,2.38,3.62,2.38,2.88,3.25,1.12,2.25,1.88,2.88,3.5,2.5,2.75,3.12,3.25,3.75,2.88,2.88,1.75,3.12,2.88,3.25,"Importance"
"607","Neurologists",3.75,4.25,4.12,3.75,4.12,1,1.38,1,3.5,4,3.38,2,2.12,3,2.88,4,2.75,1.25,2.12,2.12,3.5,1.75,2.38,4.12,1,3.75,3.5,4.12,4.12,3.38,3.25,1.88,3.25,1.75,4,"Importance"
"608","Neuropsychologists and Clinical Neuropsychologists",4,4.5,4.12,3.12,4.5,1,1.25,1,3.5,4,3.5,1.75,2.12,3,3,3.5,2.75,1.25,2,2.38,3.12,1.75,2.12,4.62,1,4,3.5,4.25,4.12,3.38,3.25,1.62,3.25,1.12,4.12,"Importance"
"609","New Accounts Clerks",2.75,4,2.75,3,3.38,1,1,1,2.88,3,2.75,1.25,1,2.5,3,3.12,2.75,1.25,1.75,1.38,3,1.62,1.5,3.5,1,1,3.5,3.38,4,2.5,2.12,1.5,2.88,1,3.12,"Importance"
"610","Non-Destructive Testing Specialists",3.5,3.5,3.25,2.75,3.62,2.62,2.75,1,3.12,3.38,3.12,1.88,2,2.62,2.75,3.62,2.62,2.75,3.25,1.75,2.5,1.88,3.62,3.62,2.38,2.62,2.62,2.88,3.25,2.88,2.75,2,3,2.75,3.12,"Importance"
"611","Nonfarm Animal Caretakers",2.62,3.12,2.75,2.88,2.62,1.38,1.62,1.38,2.25,3,2.12,1.38,1.75,2.25,2,3.12,2.25,1.38,2,1.12,2.38,1,2,3,1.38,1.5,3.12,2.75,3,1.88,1.88,1.5,2.88,1.88,2.75,"Importance"
"612","Nuclear Engineers",3.5,4.12,3.75,3.62,4,1.88,2.25,1.12,3.12,3.62,3,2.25,2.5,3,3.5,3.75,2.88,1.88,3.62,4,3,1.5,3.38,4,2.25,3.88,2.75,3.25,4,3.88,3.62,2.5,3.5,3,3.88,"Importance"
"613","Nuclear Equipment Operation Technicians",2.88,3.88,3.38,2.75,3.62,3,2.12,1.12,2.25,3.38,2.5,1.62,1.62,2.12,3.12,3.88,2.25,3.88,4.25,1.12,2.25,1.5,3.38,3.5,3,2.62,2,2.5,3.5,2.38,2.5,1.75,3.12,3.25,3.12,"Importance"
"614","Nuclear Medicine Physicians",3.88,4,3.75,3.5,4,1,1.38,1,3.5,3.88,3.5,1.75,2,3,3.12,3.88,2.88,2,2.75,2.25,3.12,1.75,2.88,4.12,1,3.88,3.62,3.75,4.12,3.25,3.12,1.62,3.25,1.88,3.88,"Importance"
"615","Nuclear Medicine Technologists",3.12,3.75,3.12,3.25,3.88,2.38,2.25,1,2.88,3.25,2.75,1.75,2,2.62,3.12,3.5,2.38,3,3.12,1.75,2.75,1.62,2.88,3.5,2.12,3.25,3.25,3.38,3.75,2.38,2.38,1.75,3,2.38,3.5,"Importance"
"616","Nuclear Monitoring Technicians",3,3.88,3.12,3,3.88,2.12,1.5,1,3.25,3.38,3.12,2,2,2.75,3.12,3.88,2.75,2.75,3.75,1.25,2.88,1.5,3.12,3.75,1.62,3.12,2.88,3,3.5,3,2.5,1.62,3,2.75,3.12,"Importance"
"617","Nuclear Power Reactor Operators",3.12,3.88,3.75,3.25,3.88,1.12,1,1,3,3.5,3,2,2,3,2.75,3.88,2.75,4,4,1.38,2.88,2,3.25,4,1.38,2.75,2.88,3,3.25,3.12,2.88,1.38,3.38,3,3.5,"Importance"
"618","Nurse Anesthetists",4,4,3.88,3.12,4.12,2.38,2.75,1,3.12,3.75,3.38,2,2.12,3,2.88,4,2.75,2.88,3.38,2.75,2.88,1.25,2.88,4.12,2.38,3.75,3.88,3.88,4,2.88,3,2,3.25,2.5,3.25,"Importance"
"619","Nurse Midwives",4,4.12,3.75,3.5,4.12,1,1.25,1,3.25,3.75,3.38,1.75,1.88,2.88,2.62,3.88,2.75,1.5,2.12,2.5,2.88,1.62,2.12,3.88,1,3,3.88,4.12,4.12,3,2.88,1.75,3.12,1.88,3.75,"Importance"
"620","Nurse Practitioners",4.12,4.12,4,3.75,4.12,1,1.62,1,3.38,4,3.25,1.88,1.88,3,2.88,3.88,3.12,1.88,2.38,3,3.25,1.25,2.38,4.12,1,3.88,3.88,4.12,4.12,3.12,3.25,1.75,3.38,1.75,3.75,"Importance"
"621","Nursery and Greenhouse Managers",3.38,3.75,3.5,3.88,3.75,1.88,2,1.12,3.75,3.75,3,3,3.12,4,2.38,3.88,3.5,2.38,2.88,2.25,3.38,1.5,2.75,3.38,1.88,2.88,3.12,3.5,4,2.75,3.12,1.62,3.62,2.25,3.12,"Importance"
"622","Nursery Workers",2.5,2.75,2.5,2.88,2.88,1.75,1.88,1,2.38,2.62,2.5,2,2.38,2.5,2.38,2.88,2.38,2.75,2.62,1.12,2.38,1,2.5,2.62,1.5,1.62,2.75,3,2.75,2.12,1.88,1,2.5,2.25,2.5,"Importance"
"623","Nursing Assistants",2.5,3.62,2.75,3.25,3.12,1,1.38,1,2.62,2.88,2.5,1.38,1.75,2.12,2.12,3.25,2.38,1.38,2.25,1.12,2.38,1,2.12,3.12,1,1.62,4,3.62,3.25,1.88,2,1.5,2.88,1.88,2.88,"Importance"
"624","Nursing Instructors and Teachers, Postsecondary",4,4,3.62,3.75,4,1,1.12,1,4.12,3.75,4,1.75,2,3,2.62,3.88,2.62,1.88,1.88,2.5,3.12,1.62,2.12,4,1.12,3.12,3.12,3.62,4.25,3.12,3.12,1.62,3.25,1.62,4,"Importance"
"625","Obstetricians and Gynecologists",4,4.12,4,3.5,4.38,1,1.25,1,3,4,3.38,1.88,2.25,3.12,2.5,3.88,3,1.5,2.12,2.75,3,1.25,1.62,4.12,1,4,3.75,3.75,4.12,3,3,1.38,3.5,1.25,4,"Importance"
"626","Occupational Health and Safety Specialists",3.25,4,4,3.25,4,1,1.12,1,3.25,3.88,3,2,2,2.62,2.75,3.5,2.88,2.25,3.38,3.12,3.38,1.88,3.5,3.88,1,2.75,3,3.75,4,3.5,3.75,2,3.12,2.12,3.75,"Importance"
"627","Occupational Health and Safety Technicians",3.12,3.88,3.25,3,3.75,1.25,1.38,1,3.12,3.25,3,1.75,2.12,2.62,2.25,3.25,2.75,2.75,3,2.38,3,1.88,2.62,3.88,1.12,3,2.88,3,4,3.12,3,1.75,2.88,1.88,3.5,"Importance"
"628","Occupational Therapists",3.88,4,3.38,3.75,4,1,1.38,1,3.75,4,3.5,2,2,3,2.12,4.12,3,1.5,2.25,3.38,3.38,1.62,2.12,4,1,2.88,4.12,4,4,3.12,3.12,2,3.75,1.88,3.88,"Importance"
"629","Occupational Therapy Aides",3,3.62,3,3.12,3.25,1.12,1,1,3,2.88,3,1.25,1.88,2.38,2,3.12,2.5,1.75,2.25,2,3,1.25,2,3,1.25,1.75,3.62,3.5,3.62,2.12,2.12,1.88,3,1.75,3.25,"Importance"
"630","Occupational Therapy Assistants",3.12,3.88,3.12,3.25,3.25,1.25,1.12,1.25,3.25,3.38,2.88,1.62,2,2.88,2.38,3.38,2.88,2.25,2.75,1.38,3,1.25,2,3.62,1.38,1.88,3.5,3.62,3.75,3,2.62,1.75,3.62,1.88,3.62,"Importance"
"631","Office Clerks, General",2.5,3.62,2.62,2.88,3,1,1.12,1,2.75,2.75,2.38,1.88,2.12,2.38,2.38,2.88,2.62,1.38,2.25,1.12,2.62,1.38,1.25,3.62,1,1,3.12,3.25,3.62,2,1.88,1.38,3.25,1.12,3.25,"Importance"
"632","Office Machine Operators, Except Computer",2.5,3.12,3.12,2.88,3.12,2.88,2.5,1.25,2.38,3.12,2.38,2.25,2.38,2.75,2.75,3.38,2.38,3.5,3.5,1.62,2.38,1.88,2.88,3.12,2.62,1,2.75,2.88,3,2.5,2.38,1.62,3.25,2.75,2.75,"Importance"
"633","Online Merchants",2.88,3.5,3,3,3.5,1,1.25,1.12,2.25,3.25,2.38,2.88,2.75,2.62,3,3.12,3.12,1.25,1.88,2,3.38,2.38,1.62,3.62,1.25,1.25,3.38,3.12,3.5,2.62,2.62,1.75,2.88,1.12,3.38,"Importance"
"634","Operating Engineers and Other Construction Equipment Operators",2.88,2.75,2.62,3,2.88,3,2.38,1.25,2.38,2.75,2.38,1.62,2,2.38,2,3.25,1.88,4,3.38,1.88,2.38,1.38,2.88,2.62,2.88,1.5,2,2.62,2.75,2,1.88,1.5,2.75,3,2,"Importance"
"635","Operations Research Analysts",3.75,4,4.25,3,4.12,1,1.12,1,2.88,4,3,2,1.88,2.5,4.25,3,2.38,1.12,2,3.88,2.62,2.5,2,4,1,3,2.75,2.88,3.75,3.88,4,2,3.12,1.5,4,"Importance"
"636","Ophthalmic Laboratory Technicians",2.75,2.88,2.62,2.62,3,2.25,2.62,1,2.25,3,2.5,1.75,1.75,2.5,2.12,3,2.12,3.25,3.12,1.62,2.25,1.75,3.12,3,2.62,1.75,2.75,2.62,2.88,2.25,2.12,1.75,3.12,2.38,2.75,"Importance"
"637","Ophthalmic Medical Technicians",3,3.5,2.88,3.25,3.12,2.38,2.38,1,2.88,3,2.75,1.12,1.38,2.38,2.5,2.88,2.38,1.88,2.38,1.38,2.5,1.5,2.38,3.25,1.88,2.25,3.38,3.38,3.38,2.38,2.38,1.25,2.75,2.25,3.12,"Importance"
"638","Ophthalmic Medical Technologists",2.88,3.75,2.75,3.25,3.38,2.38,2.25,1,2.88,3.12,2.88,1.62,1.88,3,2.5,3.12,2.25,2.38,2.5,1.38,2.5,1.75,2.38,3.38,1.88,2.38,3.5,3.5,3.75,2.5,2.38,1.75,2.88,2.12,3.25,"Importance"
"639","Ophthalmologists",3.62,4.25,3.75,3.88,4.38,1,1.5,1,3.62,3.88,3.25,1.88,2,3.12,2.88,3.75,2.62,2.5,2.62,2.12,3.5,1.62,2.62,4.12,1,3.75,3.75,3.88,4.12,3.12,3.25,1.75,3.62,1.88,3.75,"Importance"
"640","Opticians, Dispensing",3,3.75,2.75,3,3.38,1,1.5,1,2.88,3.12,2.88,1.75,2,2.62,2.88,3,2.88,2.12,2.25,2,3.12,1.38,2.5,3.62,1.62,1.75,3.38,3.25,4,2.25,2.38,1.75,3,2,3.25,"Importance"
"641","Optometrists",3.38,4,3.38,3.25,4,1,1.38,1,3,3.38,2.75,2.12,2.25,2.88,3,3.12,2.75,2.25,2,2.12,3.12,1.62,2.5,3.62,1,3.75,3.38,3.5,3.88,2.88,3,1.88,3,2,3.62,"Importance"
"642","Oral and Maxillofacial Surgeons",3.88,3.88,4.12,3.62,4,1.88,2.12,1,2.88,4.12,2.88,2,2,2.75,2.62,3.88,2.62,2.88,2.75,3.12,2.75,1.5,2.75,4,1.88,3.5,3.25,3.75,3.88,3.25,3,2,3.38,1.88,3.5,"Importance"
"643","Order Clerks",3,4.38,2.88,3.38,3.38,1,1.38,1,2.12,3,2.25,1.5,2.12,1.75,3,3.38,3.12,1.38,2.12,2.25,3.38,1.38,2.25,3.75,1,1.12,3.5,3.5,3.88,2.25,2.25,1,2.88,1,3.38,"Importance"
"644","Order Fillers, Wholesale and Retail Sales",2,2.88,2.25,2.38,2.88,1,1,1,1.75,2.25,1.88,1.38,1.88,1.75,2.62,2.5,1.88,1.88,1.62,1.38,1.88,1.38,1.88,3,1,1.12,2.12,2.75,2.88,1.75,1.88,1.38,2.5,1.62,2.38,"Importance"
"645","Orthodontists",3.75,4,3.88,3.75,4,1,2,1.12,3.12,3.88,3,1.88,2.12,3.12,2.25,3.75,3,2.25,2.5,3.25,3.12,1.25,2.12,3.75,1,3.62,3.12,3.88,4,3.12,2.88,2,3.75,2,3.38,"Importance"
"646","Orthoptists",3.25,3.75,3.25,3.25,3.75,1,1.38,1,3.25,3.25,3,1.12,1,2.38,2.12,3.25,2.12,1.38,2.12,2.88,2.75,1.75,1.88,3.25,1,3.75,3.25,3.5,3.88,2.75,2.88,1.75,2.88,1.12,3.38,"Importance"
"647","Orthotists and Prosthetists",3.5,3.88,3.5,3.12,3.88,1.75,2,1.12,3,3.5,3,1.75,2,2.88,2.75,3.25,2.62,2.38,2.88,3.25,2.88,1.62,3.12,3.88,1.88,2.88,3.88,3.62,4,2.88,2.88,2.88,3,2.12,3.62,"Importance"
"648","Outdoor Power Equipment and Other Small Engine Mechanics",2.75,3.12,3,2.75,3.25,3.62,3.12,1.38,2.25,2.88,2.5,1.62,1.62,2.12,2.12,2.88,2.38,3.38,3.38,1.62,2.38,1.38,3.25,2.88,3.75,2.12,2.5,2.75,3,2.38,2.25,1.62,2.88,3.62,2.62,"Importance"
"649","Packaging and Filling Machine Operators and Tenders",2.38,3.12,2.75,3.12,2.88,2.5,2.12,1,2.62,2.88,2.38,1.25,1.38,2.12,2.12,3.25,2.25,3,3.25,1,2.25,1,3.12,3,2.38,1,2.38,2.88,2.88,2.25,2.12,1.12,2.88,2.5,2.5,"Importance"
"650","Packers and Packagers, Hand",1.88,2.88,2.12,2.88,2.88,1,1.25,1,1.88,2.38,2,1.38,1.62,1.75,2,3.12,1.75,2.12,2.12,1,1.88,1.5,2.12,2.5,1,1,2.38,2.38,2.88,1.75,1.62,1.25,2.38,1.5,2.38,"Importance"
"651","Painters, Construction and Maintenance",2.38,3,2.25,2.88,3,1.38,1.88,1,2,2.88,2.12,1.88,2,2.25,2.12,2.88,2.12,2.12,2.25,1.62,2.12,1,2.25,2.88,1.62,1.5,2.5,3,2.5,2.12,2.12,1.5,3,2.12,2.12,"Importance"
"652","Painters, Transportation Equipment",2.38,2.75,2.5,3,3,2.75,2.75,1,2.25,2.88,2.12,1.75,1.88,2.5,2.12,3.12,1.88,3.12,3.12,1.62,2,1.38,3,2.5,2.38,1.5,2.25,2.75,2.75,2,1.88,1.5,2.88,2.75,2.38,"Importance"
"653","Painting, Coating, and Decorating Workers",2.12,2.75,2.12,2.5,2.88,2.12,2.12,1.12,1.88,2.5,2,1,1.12,1.88,1.62,2.88,2,2.38,2.38,1.75,2.12,1,2.12,2.62,1.75,1.12,2.38,2.75,2.62,1.75,1.5,1.38,2.62,2,2,"Importance"
"654","Paper Goods Machine Setters, Operators, and Tenders",2.5,2.88,2.88,3,3,2.62,2.38,1.38,2.25,2.75,2.25,1.5,1.5,2.25,2.12,3.25,2.12,3.25,3.62,1.75,2.12,1.38,3,2.75,2.38,1.25,2.12,2.88,2.88,2.38,2.38,1.5,2.75,2.62,2.12,"Importance"
"655","Paperhangers",2,3,2.75,3,2.88,1,1.5,1.12,2,2.75,2,1.25,1.5,2.12,2,2.75,2,2.38,2.38,1.38,2.12,1,2.25,2.38,1,1.25,2.38,2.62,3,1.62,1.62,1.25,2.88,2,2,"Importance"
"656","Paralegals and Legal Assistants",3,3.75,2.88,3,3.25,1,1,1,2.38,3,2.25,1.12,1.12,2.38,1.88,3,2.5,1,1.75,1.75,2.75,1.38,1.12,4,1,1.5,3,2.88,3.62,2.38,2.12,1.5,3.12,1,3.62,"Importance"
"657","Park Naturalists",3.25,4,3.12,3.12,3.88,2.38,2.12,1,3.12,3.5,3,1.88,2,3,2.12,3.25,2.62,2.25,2.5,2.88,2.75,1.5,2.5,3.62,2.25,2.5,3.5,3.88,4.12,2.75,2.75,1.75,3.25,2.12,3.62,"Importance"
"658","Parking Enforcement Workers",2.5,3.38,2.62,3,3,1.75,1.25,1,2.75,2.62,2.25,1,1.12,2.38,1.88,3,2.75,2.88,2.38,1.5,2.5,1.62,2.12,2.88,1.25,1,2.88,3.25,3.5,2,1.88,1,2.62,2.12,2.88,"Importance"
"659","Parking Lot Attendants",2.25,3.25,2.5,2.75,2.88,1.5,1.25,1,2.38,2.75,2.12,1.62,1.75,2.12,2.75,2.75,2.38,2.62,2.25,1.25,2.25,1,1.62,2.5,1.25,1,3.38,3,3.5,1.88,2,1,2.38,1.62,2.75,"Importance"
"660","Parts Salespersons",2.88,4,3,3,3.25,2,2.25,1.12,2.88,3,2.25,1.62,2,2.25,2.5,3.12,3,2,2.38,1.38,3.62,1.5,2.25,3.88,2.12,1,3.88,3.5,4,2.25,2,1.62,3,2.12,3.12,"Importance"
"661","Pathologists",3.88,4,3.88,3.25,4,1,1.5,1,3.25,3.62,3.25,2.62,2.75,3.12,2.62,3.38,2.62,1.5,2.25,1.62,2.75,2,2.62,4,1,3.88,2.88,3.25,4,3.25,3.12,1.88,3.12,1.88,4,"Importance"
