"","Title","Active Learning","Active Listening","Complex Problem Solving","Coordination","Critical Thinking","Equipment Maintenance","Equipment Selection","Installation","Instructing","Judgment and Decision Making","Learning Strategies","Management of Financial Resources","Management of Material Resources","Management of Personnel Resources","Mathematics","Monitoring","Negotiation","Operation and Control","Operation Monitoring","Operations Analysis","Persuasion","Programming","Quality Control Analysis","Reading Comprehension","Repairing","Science","Service Orientation","Social Perceptiveness","Speaking","Systems Analysis","Systems Evaluation","Technology Design","Time Management","Troubleshooting","Writing","dim"
"574","Mine Cutting and Channeling Machine Operators",2.25,2.38,2.75,3.38,2.5,2.62,2.5,0.75,2.38,2.62,2,0.75,1.25,2.5,2,3,2.12,3.25,3.62,0.38,2.25,0,2.88,2.38,2.62,0.12,2.5,2.12,2.38,2.25,2.25,1.25,2.38,2.5,2.12,"Level"
"575","Mine Shuttle Car Operators",1.62,2.25,2.25,2.5,2.5,3,0.75,0,1.75,2,0.88,0.12,0.38,1.62,1,2.62,1.25,3.38,3,0.25,1.25,0,1.5,2.5,3.12,0.12,1,2.12,2.38,0.38,0.5,0.38,2,1.5,1.62,"Level"
"576","Mining and Geological Engineers, Including Mining Safety Engineers",4.12,4,4.5,3.75,4.5,0,2.62,0,3.62,4.62,3.25,3.75,3.5,3.88,4.75,4.75,3.12,1.88,3.12,4.25,3.25,3.38,3.5,4.88,0,4,2.25,3.12,4.12,4.12,4.38,3,4,2.38,4.38,"Level"
"577","Mixing and Blending Machine Setters, Operators, and Tenders",2.88,2.88,2.75,2.75,2.88,3.12,2.12,0,2.75,2.75,2.5,1,1.12,2.38,2.12,3,2.12,3.5,3.5,0.25,2.12,1,3,2.88,2.75,2,2.12,2.75,2.5,2.5,2,0.25,2.88,2.88,2.75,"Level"
"578","Mobile Heavy Equipment Mechanics, Except Engines",3.25,3.12,3.25,3.12,3.5,3.88,3.12,2.5,3,3.25,3,2,2.38,2.88,2.25,3.38,2.12,3.5,3.62,1.62,2.75,0.88,4,3.5,4,1.88,2.75,2.88,3,2.62,2.5,2.12,3.12,4,2.62,"Level"
"579","Model Makers, Metal and Plastic",2.5,3,2.88,2.62,3.12,2.62,2.75,0.75,2,2.5,1.88,1,1.38,1.88,2.62,3,1.62,3.38,3.12,2.25,2.38,0,3.38,3.12,2.5,1.5,1.5,2.88,2.88,0.75,1.62,1.88,3,3,2.25,"Level"
"580","Model Makers, Wood",2.62,3,3,3,3.12,0.25,0.5,0.5,2.38,2.62,1.88,0.75,0.88,2,2,2.88,1.88,2.88,2.88,2.88,1.88,0.62,2.62,3.12,0,1,2.38,2.5,2.88,2.25,2,1.25,2.88,1.5,2.75,"Level"
"581","Models",1.75,2.5,1.88,2,2,0,0.12,0,0.25,2,0.12,0.12,0.25,1,0.38,2,1.88,0,0,0.88,1.88,0,0.38,2.25,0,0,1.88,2.5,2.12,1.25,0.25,0.88,2.38,0,2,"Level"
"582","Molding and Casting Workers",2.5,2.88,2.88,2.75,2.88,2.38,2.25,0.12,2.75,2.62,2.38,0.5,1.75,2.12,2.38,2.88,1.88,2.88,3.12,0.75,2.25,0,2.88,3,2.75,0.25,2,2.62,2.62,1.88,1.75,0.62,2.75,2.75,2.12,"Level"
"583","Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",2.25,2.5,2.38,2,2.5,2.62,2,1.12,1.75,2.25,1.88,0,0.38,1.62,2.12,2.88,1.5,3.62,3.75,1.75,1.62,0,3.38,2.38,2.5,0.25,1.38,2,2.25,0.12,1.62,1,2.38,2.75,2.25,"Level"
"584","Molecular and Cellular Biologists",5.38,4.88,4.38,3.88,4.88,0,2.5,0,4.25,4.5,4.5,3.25,3.12,3.5,4.62,4.62,2.5,2.62,3,3.62,2.5,3.5,3,5.88,0,5.12,2.38,3.25,4.62,4,3.88,2.12,4.25,1.62,5.12,"Level"
"585","Morticians, Undertakers, and Funeral Directors",3.25,3.88,3.25,4,3.75,0,0.25,0,3.12,3.38,3.12,3,2.75,3.75,2.75,3.75,3.5,2.62,2.75,2.75,3.75,0.62,2.62,3.75,0,1.88,4.12,4.5,4.25,3,3.25,1,3.62,1.25,3.75,"Level"
"586","Motion Picture Projectionists",2.25,3.25,2.38,2.5,2.75,2.62,2,0.5,1.62,2.38,1.62,0.25,0.75,1.5,0.5,2.75,1.62,2.88,3,2,2.12,0,2.88,3,2.38,0.5,2.5,2,2.62,1,0.88,0.62,2.5,2.62,2.62,"Level"
"587","Motorboat Mechanics and Service Technicians",2.25,3,2.88,2.25,3.12,3.5,2.62,0.75,1.88,2.75,2,0.75,1.38,1.75,2,3,1.5,3.38,3.38,0.5,1.62,0.62,3,2.75,4,1.75,2.12,2.62,2.62,2.25,2.25,0.88,2.38,3.75,2.5,"Level"
"588","Motorboat Operators",2.75,2.75,3,3.12,3.38,2.75,2.5,0,2.75,3.12,2.75,1.12,1.25,2.88,2,3.38,2.38,3.75,3.5,1.25,2.25,0,3,2.75,2.75,1.38,2.88,2.88,2.88,2.12,2.12,1.12,2.88,2.62,2.62,"Level"
"589","Motorcycle Mechanics",3,3,3,2.88,3.12,3,2.12,1.5,2.62,3,2.25,0.12,1.12,2,2,3.12,2.12,2.88,3,1.25,2.62,0.5,3,2.75,3.62,1.5,2.75,2.62,3,2,2,0.75,3,3.62,2.75,"Level"
"590","Multimedia Artists and Animators",3.38,3.88,3.25,3.75,3.62,0,1.25,0,3,3,2.88,1.88,1.88,2.75,2.5,3.25,3,1.75,2,1.38,3,1.38,1.12,3.88,0,0,2.88,2.88,3.5,2.88,2.88,1.62,3.25,0,3.25,"Level"
"591","Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",2.88,3,3,2.88,3.12,3.12,2.12,1.88,3,2.62,2.62,0.62,0.88,2,2,3,2,3.38,3.62,1.88,2.12,0.62,3.25,3,2.88,0.25,2,2.12,3,2.12,2.12,1.12,2.75,2.88,2.62,"Level"
"592","Municipal Clerks",3.12,4,2.75,3,3.62,0,0.12,0,2.25,2.88,1.5,2.88,1.12,2.12,2.5,3,2.25,0.5,0.5,0.5,2.12,0.38,1.12,4,0,0.12,3,2.88,4,2.25,1.88,0.62,2.88,0,4,"Level"
"593","Municipal Fire Fighting and Prevention Supervisors",3.62,4.12,4,4.25,4,2.5,2.62,0,3.75,3.75,3.75,2.38,2.38,4,3.25,4.38,3.25,3.5,3.5,3,3.75,1.25,3.62,4,2.5,3.12,3.88,3.88,3.88,3.75,3.62,1.25,3.88,2.62,3.75,"Level"
"594","Municipal Firefighters",3,3.38,3.12,3.62,3.5,2.88,2.25,0,3.12,3.5,3,1,1.5,2.5,2,3.75,3,3.12,3.25,2.25,3,0.38,2.75,3.5,2.75,2.62,3.38,3.38,3.38,2.75,2.62,0.88,3,2.88,3,"Level"
"595","Museum Technicians and Conservators",3,3.5,3.12,3,3.25,0.25,0.25,0.75,2.88,3.12,2.62,1.38,1.75,2.38,2.38,3.38,2.5,1.62,2.25,0.5,2.5,0.5,2.5,3.62,0.38,2.5,2.88,3,3.25,2.62,2.75,1.62,3,1.25,3.75,"Level"
"596","Music Composers and Arrangers",2.75,3.62,3.12,3.38,3.25,0,0.25,0,2.5,3,2.38,0.62,0.75,2.38,1.62,2.88,2.25,0,0,2.75,2.38,0.75,0.25,3.5,0,0.62,2.62,2.75,3.38,2.25,2.38,0.62,3,0,3.75,"Level"
"597","Music Directors",3.38,3.5,3.62,3.88,3.75,0,0.25,0,4.12,3.62,3.5,2,1.25,3.62,1.38,4.25,3.25,0,1.88,2.38,3.5,0,1.62,3.38,0,1,3.38,3.62,3.75,3.38,3.5,1.62,3.75,0,3.12,"Level"
"598","Music Therapists",3.5,4.25,3.38,3.38,4,0,0.62,0,3.5,3.5,3.62,1,1.62,2.62,1.5,3.88,3.12,0.12,1.62,1,3.38,0.62,1.25,3.75,0,0.88,4,4.25,3.88,3.25,3.25,1.25,3,0.75,3.88,"Level"
"599","Musical Instrument Repairers and Tuners",3.25,2.75,2.88,2.25,3.38,2.88,2.62,0.75,2.5,3,2.38,1.62,2.12,1.88,1.62,2.75,2.75,2.38,2.75,1.62,2.88,0,3.5,2.62,3.25,1.38,2.88,2.75,2.5,2.5,2.62,1.75,3,3.12,2.5,"Level"
"600","Musicians, Instrumental",2.88,3.25,2.88,3.62,3.25,0,0.25,0,2.75,3,2.5,0,0,1.88,0.88,2.75,2.62,0,1,1.5,2.62,0,1.12,2.75,0,0,2.75,3.12,3,2.38,2.12,0.38,3,0.75,2.75,"Level"
"601","Nannies",2.62,3.25,3.38,3.25,3.25,0,0.5,0,2.88,3.12,3.5,1.38,1.38,1.88,1.12,3.75,3,1.88,1.62,1.88,3.5,0,1.75,3.12,0,1.38,3.62,3.62,3.25,2.38,2.88,0.62,3,0.62,2.75,"Level"
"602","Nanosystems Engineers",5,3.88,4.25,3.38,4.5,2.25,3.25,0,3.38,3.88,3.62,2.25,2.25,3.12,5.12,4.12,3,2.12,2.5,4.12,3.38,2.75,3.75,5.25,2.25,4.75,2.88,3.25,4.25,3.5,3.5,3.62,3.62,2.62,4.88,"Level"
"603","Natural Sciences Managers",4.88,4.75,4.25,4,4.38,0,0.12,0,3.88,4,3.62,3.75,2.75,4.62,4.25,4.38,3.25,1.25,1.5,4.25,3.62,1.62,2,5,0,4.75,3,3.88,4.38,3.88,3.88,3.25,4.38,0.62,4.5,"Level"
"604","Naturopathic Physicians",4.38,4.5,3.88,3.5,4.38,0,0.62,0,3.25,4.25,3.75,1.75,1.75,3,3,4,2.62,0.5,1.38,1.25,3.62,0.75,1.25,5.12,0,3.25,4.12,4.75,4.12,3.25,3.62,1.12,3,0,4.12,"Level"
"605","Network and Computer Systems Administrators",3.88,3.88,4,3.38,4.25,3.62,3.62,2.38,3.62,4.12,3.75,2.38,2.75,3.12,3.5,4.25,3.38,3.62,4,3.12,3.25,4.25,4,4.38,3.38,2.25,3,3.25,4,4,4.25,3.38,3.62,4.12,3.75,"Level"
"606","Neurodiagnostic Technologists",3.38,4,3,3,3.88,2,1.25,0,3.12,3,3.25,1.12,1.38,2.25,2.25,3.62,2.25,2.88,3.12,0.12,2.25,1.12,3.12,4,2.38,2.75,3,3,3.62,2.88,3,0.88,3.12,2.62,3.5,"Level"
"607","Neurologists",4.62,4.5,4.62,3.75,4.88,0,0.62,0,4.62,4.5,4.25,1.75,2,3.38,3.25,4.62,2.88,0.5,2,1.88,3.75,0.88,2.25,5.5,0,4.12,3.62,4.62,4.38,3.38,3.62,1,3.88,1.38,4.38,"Level"
"608","Neuropsychologists and Clinical Neuropsychologists",5,4.62,4.25,3.5,4.75,0,0.5,0,4.12,4.25,4.12,1.38,2,3.12,3.25,4.12,3,0.38,1.5,2.38,3.62,1.88,1.75,5.5,0,4.5,3.62,5.25,4.5,3.5,3.75,1.12,3.25,0.5,4.62,"Level"
"609","New Accounts Clerks",2.62,4,2.62,2.62,3.5,0,0,0,2.38,3,2.38,0.38,0,2,2.62,2.88,2.38,0.25,1.12,0.5,2.75,0.75,0.75,3.75,0,0,3.38,2.88,4,2,2,0.75,2.38,0,3,"Level"
"610","Non-Destructive Testing Specialists",3.12,3.5,3.38,3.25,3.5,3.25,2.75,0,3,3.12,3.12,1.62,1.62,3,3,3.5,2.62,2.88,3.38,1.25,2.62,1.75,3.62,3.62,2.5,2.25,2.75,3,3.25,3.12,3.12,1.75,2.88,3.25,3.25,"Level"
"611","Nonfarm Animal Caretakers",2.12,2.75,2.38,2.38,2.75,0.5,0.75,0.5,2.12,2.38,2.25,0.5,1,1.75,1.75,2.75,1.75,0.62,1.38,0.12,1.88,0,1.62,2.5,0.38,0.75,2.5,2.25,2.5,1.62,1.5,0.62,2.12,1.5,2.25,"Level"
"612","Nuclear Engineers",4.12,4.25,4,3.75,4.5,1.62,2,0.25,3.38,4,3.12,2,2.62,3.12,4,3.88,3.12,1.62,3.88,4.88,3.38,1.12,3.62,4.75,2.12,4.38,2.88,3.62,4,3.75,3.75,2.62,3.5,3.12,4.12,"Level"
"613","Nuclear Equipment Operation Technicians",3.25,3.5,3,2.88,3.38,3.38,1.75,0.12,2.25,3.62,2.38,0.75,0.88,1.88,3.5,3.75,1.88,3.88,4.25,0.12,2.25,0.75,3.25,3.88,3.62,2.62,1.88,2.25,3.5,2.75,2.62,1.62,2.75,3.62,2.88,"Level"
"614","Nuclear Medicine Physicians",4.62,4.38,4.25,4,4.88,0,0.62,0,4.62,4.12,4,1.5,1.88,3.12,3.62,4.38,2.88,1.88,2.62,2.25,3.5,0.88,2.88,5.38,0,4.25,3.88,4.5,4.5,3.38,3.62,0.75,3.75,1.25,4.38,"Level"
"615","Nuclear Medicine Technologists",3.12,3.75,3,3.25,3.62,2.12,1.88,0,3.38,2.88,3,1,1.38,2.75,3,3.5,2.38,2.75,2.88,1.12,2.75,0.88,3.12,4,2,3.5,3.25,3.62,3.75,2.5,2.25,0.75,3,2.25,3.38,"Level"
"616","Nuclear Monitoring Technicians",3.12,3.88,3.12,3,4,1.25,0.5,0,3,3.38,3.25,1.12,1.12,2.75,3.12,4,2.75,2.88,3.62,0.25,2.75,0.62,3.12,4,0.75,3.12,2.75,2.88,3.38,3,2.88,0.62,3.12,2.75,3.62,"Level"
"617","Nuclear Power Reactor Operators",3.12,3.88,3.25,3.25,4,0.12,0,0,3,3.38,3,1.25,1.25,3,2.75,4,2.75,3.75,3.88,0.5,2.88,1.25,3.25,3.88,0.38,3,2.88,3.12,3.25,3,2.88,0.5,3.38,3.12,3,"Level"
"618","Nurse Anesthetists",3.62,4,4,3.62,4,2.38,2.5,0,3.5,4,3.38,1.38,2.12,3.12,3.12,3.88,3,2.75,3.25,3,3,0.25,3,4.25,2.12,3.75,3.75,3.88,4,3,3,1.38,3.38,2.5,3.38,"Level"
"619","Nurse Midwives",4.12,4.25,3.62,3.5,4.25,0,0.5,0,3.5,3.75,3.38,1.12,1.38,2.75,2.5,4,2.62,0.62,2.25,2.5,3,0.62,2.25,4.25,0,3.25,3.88,4.38,4,3,3.38,0.75,3.25,1.38,3.88,"Level"
"620","Nurse Practitioners",4.12,4.5,4,3.62,4.38,0,0.88,0,4.12,4.12,3.62,1.12,1.38,3.38,2.88,4.12,3.12,1.5,2.5,3.5,3.62,0.25,2.88,4.75,0,4.25,4,4.5,4,3.25,3.25,0.88,3.75,1.38,4,"Level"
"621","Nursery and Greenhouse Managers",3.25,3.5,3,3.25,3.88,1.5,1.38,0.12,3.5,3.38,3,2.75,3.12,3.5,2.25,3.38,3.12,2.38,2.75,2.25,3.25,0.5,2.5,3.62,1.38,2.75,3,3.38,3.62,2.62,2.88,0.88,3.5,1.75,3.38,"Level"
"622","Nursery Workers",2.25,2.75,2.38,2.75,2.5,1,1.25,0,2.5,2.62,2.12,1.12,1.62,2.25,1.88,2.62,2,2.62,2.5,0.12,2.5,0,2.12,2.5,1,0.88,2.5,2.25,2.38,1.75,1.38,0,2.38,1.88,2.38,"Level"
"623","Nursing Assistants",2.5,3,2.38,2.88,3,0,0.38,0,2.5,2.5,2.25,0.5,1.12,2,1.75,3,2,0.38,1.62,0.12,2.12,0,1.75,3.12,0,1,3.5,3.12,3.25,1.5,1.5,0.75,2.25,1.25,2.75,"Level"
"624","Nursing Instructors and Teachers, Postsecondary",4.38,4.5,4,3.88,4.38,0,0.12,0,4.62,4,4.25,0.88,1.5,3.12,2.88,4.25,2.88,1.38,1.5,2.5,3.38,0.88,2,5,0.12,3.25,3.25,4.25,4.75,3.38,3.38,0.62,3.62,0.75,4.62,"Level"
"625","Obstetricians and Gynecologists",4.12,4.75,4,3.62,4.5,0,0.5,0,3.88,4.38,3.75,1.75,2,3.5,2.88,4,3.12,0.75,2,3.5,3.25,0.25,1,5.25,0,4.5,3.62,4,4,3.12,3,0.38,3.88,0.25,4.12,"Level"
"626","Occupational Health and Safety Specialists",4,3.88,3.75,3.38,4,0,0.12,0,3.25,4,3.25,2.12,2.12,3,3,3.88,3.25,2,3.62,3.38,3.88,1.5,3.5,3.75,0,3.12,3.38,3.5,3.88,3.5,3.5,1.88,3.25,2.25,3.88,"Level"
"627","Occupational Health and Safety Technicians",3.25,3.88,3.25,3,3.88,0.25,0.62,0,3.12,3.12,3.25,0.75,1.5,2.38,2.62,4,2.75,2.62,3,2.62,3.12,1,2.62,4,0.12,3.12,3,3.12,4,2.88,3,0.88,2.75,1.5,3.75,"Level"
"628","Occupational Therapists",4,4,3.62,3.62,4.12,0,0.38,0,3.62,3.62,3.5,1.38,1.88,3,2.38,3.88,3.12,0.62,2.12,3.12,3.25,0.62,1.88,4,0,2.75,3.88,3.75,4,3,3,1.38,3.5,0.88,4,"Level"
"629","Occupational Therapy Aides",3,3.5,3,3.12,3.5,0.12,0,0,3.12,2.88,2.88,0.25,1,2.62,1.88,3.25,2.38,1,2.25,1.5,3,0.25,1.88,3.5,0.25,1.12,3.62,3.38,3.5,2.25,2.25,1,2.88,0.75,3.25,"Level"
"630","Occupational Therapy Assistants",3,3.88,3.12,3.5,3.25,0.25,0.12,0.25,3.12,3,3.12,0.75,1.88,2.62,2.25,3.38,3.12,1.75,2.62,0.62,3.25,0.38,1.75,3.62,0.38,1.62,3.25,3.75,3.38,3,2.62,1,3.25,1.62,3.62,"Level"
"631","Office Clerks, General",2.5,3.62,2.12,2.75,3,0,0.12,0,2.5,2.12,2.12,1.38,1.62,2.25,2.25,2.62,2.25,0.62,1.88,0.12,2.25,0.5,0.5,3.62,0,0,3,2.75,3.38,1.88,1.38,0.5,2.75,0.12,3.12,"Level"
"632","Office Machine Operators, Except Computer",2.5,2.88,2.62,2.75,2.75,2.62,2.38,0.38,2.38,2.75,2.25,1.88,1.88,2.38,2.25,2.88,2.12,2.75,3.12,1.12,2.38,0.75,2.75,2.62,2.38,0,2.62,2.25,2.5,2.25,2.38,0.75,2.88,2.5,2.5,"Level"
"633","Online Merchants",3.12,3.62,3,2.88,3.88,0,0.75,0.12,2.62,3.25,2.5,3.38,2.88,2.5,3.12,3.62,3.12,0.25,1.38,1.5,3.12,1.75,1.12,3.75,0.25,0.25,3.25,2.75,3.38,2.38,3,1.12,2.62,0.12,3.25,"Level"
"634","Operating Engineers and Other Construction Equipment Operators",2.62,2.75,2.5,3,2.75,2.88,2,0.25,2.38,2.5,2.12,0.62,1,2.12,1.75,3,1.5,3.62,3,1.5,1.75,0.38,2.75,2.38,2.75,0.5,1.75,2.25,2.62,1.38,1.12,0.5,2.5,2.88,1.75,"Level"
"635","Operations Research Analysts",4.12,4,4.38,3,4.25,0,0.25,0,3,4.12,3.12,1.75,1.25,3,4.62,3.12,2.75,0.25,1.38,4.62,2.88,2.5,1.75,4.38,0,3.5,2.5,3,4,4.12,4.38,1.62,3.12,0.75,4,"Level"
"636","Ophthalmic Laboratory Technicians",2.5,2.88,2.5,2.5,2.88,2,2.5,0,2.25,2.62,2.38,0.88,0.75,2,2.25,2.88,1.62,3.12,2.88,1.25,2,0.75,3.38,2.88,2.5,0.88,2.62,2.5,2.62,2,1.62,1,2.75,2.12,2.62,"Level"
"637","Ophthalmic Medical Technicians",3,3.5,2.62,3.12,3.12,2.25,2.62,0,2.75,2.75,2.62,0.12,0.5,2.38,2.75,3,2,1.38,2.25,0.38,2.38,0.5,2.25,3.75,1.38,2.25,3.38,2.88,3.75,2.38,2.25,0.25,2.62,1.88,2.88,"Level"
"638","Ophthalmic Medical Technologists",3,3.88,2.75,3.12,3.75,2.12,2.38,0,3,2.88,3.12,1.12,1.62,2.75,2.88,3.38,2,2.25,2.25,0.38,2.5,0.88,2.38,4.12,1.38,2.5,3.38,3.38,3.88,2.5,2.25,1.12,3.12,1.88,3.5,"Level"
"639","Ophthalmologists",4.38,4.5,4.25,4,4.88,0,1.12,0,4.75,4,3.88,1.75,2,3.38,3.5,4.25,2.88,2.25,2.38,2,3.62,0.88,2.5,5.5,0,4.12,3.88,4.25,4.38,3.25,3.5,1.12,4,1.38,4.25,"Level"
"640","Opticians, Dispensing",2.88,3.62,2.88,3,3.62,0,0.62,0,3,2.88,2.88,1.12,1.38,2.62,2.75,3,2.88,1.88,2.12,1.62,3.12,0.38,2.38,3.75,0.75,1,3.25,3.12,3.75,2.25,2.38,1.25,2.75,1.75,3.12,"Level"
"641","Optometrists",3.88,4.38,3.62,3.25,4.38,0,0.5,0,3,3.88,3.25,2,2.25,2.88,3.12,3.5,2.75,2.62,1.75,2.25,3.38,0.62,3,4.75,0,4.12,3.62,3.75,4.12,3,3.12,1,3,2,3.62,"Level"
"642","Oral and Maxillofacial Surgeons",4.5,4,4.38,3.5,4.75,1.38,1.88,0,3.5,4.12,3.38,1.5,1.5,3.12,2.75,3.88,2.75,3,2.38,3.38,3.25,0.5,2.62,5.25,1.25,3.88,3.88,3.88,4.12,3.25,3.5,1.88,3.25,1.5,3.88,"Level"
"643","Order Clerks",3.12,3.38,2.62,2.62,4,0,0.88,0,1.88,2.5,1.88,0.75,1.88,1.25,2.88,2.38,3.25,0.88,1.75,1.88,3,0.5,1.75,3.38,0,0.12,3.25,2.75,3.38,2.25,2.38,0,2.25,0,3.12,"Level"
"644","Order Fillers, Wholesale and Retail Sales",1.75,2.25,1.62,2.5,2.62,0,0,0,1.25,2,1.25,0.38,1,1,2,2.25,1.5,1,0.75,0.38,1.38,0.38,1.12,2.62,0,0.12,1.88,2.12,2,1,0.88,0.38,2.12,0.75,2.12,"Level"
"645","Orthodontists",3.88,3.88,3.62,3.62,4,0,1.25,0.12,3.75,3.75,3.38,1.5,1.88,3.25,2.38,3.75,3.25,2.25,2.75,3.88,3.25,0.25,2.12,4.12,0,3.62,3.38,3.75,4,3,2.88,1.75,4,1.12,4,"Level"
"646","Orthoptists",4,4.25,3.62,3.38,4.12,0,1,0,3.88,3.62,3.62,0.12,0,2.38,2.12,3.75,2.25,0.75,1.75,3.38,3.12,1.12,1.62,4.62,0,4.38,3.88,3.75,4.12,3.12,3.38,1.25,3.12,0.12,3.62,"Level"
"647","Orthotists and Prosthetists",4.12,4.12,3.88,3.5,4,1,1.62,0.12,3.5,3.5,3.62,0.88,1.62,3,3,3.62,2.75,2.12,2.62,3.62,3.25,0.88,3.25,4.38,1.25,3,3.62,3.88,4,3.12,3,2.75,3.25,2.12,4.12,"Level"
"648","Outdoor Power Equipment and Other Small Engine Mechanics",2.88,2.75,2.88,2.88,3.12,3.62,2.5,0.5,2.38,2.62,2.5,1.25,1.12,2,2,2.88,2.12,3,3.38,1,2.25,0.5,3.38,2.75,3.62,1.38,2.38,2.5,2.62,2.25,2.12,0.75,2.62,3.62,2.5,"Level"
"649","Packaging and Filling Machine Operators and Tenders",2.25,2.5,2.38,2.88,2.38,2.62,1.88,0,2.38,2.38,2.12,0.25,0.38,1.88,2,2.75,2.12,3,3.5,0,2.12,0,2.5,2.88,2.38,0,2.12,2.5,2.38,1.75,1.88,0.25,2.38,2.62,2.38,"Level"
"650","Packers and Packagers, Hand",1.12,2,1.75,2.12,2.25,0,0.25,0,1.38,2,1.25,0.38,0.62,1.38,1.25,2.25,1,1.5,1.25,0,1,0.5,1.88,2,0,0,1.75,1.62,2.12,0.88,0.62,0.25,1.88,0.62,1.88,"Level"
"651","Painters, Construction and Maintenance",2.25,3,2.12,2.62,3,0.5,1.12,0,1.38,2.38,1.38,1,1.25,2.38,1.88,2.62,1.88,2,2.12,0.62,2,0,2.12,2.75,0.75,0.5,2,2.75,2.25,1.62,1.38,0.5,2.5,1.38,2,"Level"
"652","Painters, Transportation Equipment",1.88,2.62,2.12,2.88,2.75,2.38,2.38,0,2.25,2.5,2.12,0.75,0.88,2.12,1.75,2.88,1.62,3,2.88,0.62,1.75,0.38,3,2.25,1.75,0.5,1.75,2.38,2.5,1.88,1.62,0.5,2.75,2.25,2.25,"Level"
"653","Painting, Coating, and Decorating Workers",1.75,2.38,2.12,2.5,2.75,1.5,1.88,0.12,1.75,2.12,1.5,0,0.12,1.5,0.75,2.5,1.75,2,2.38,1,2,0,2,2.25,1.12,0.12,2.12,2.62,2.5,0.88,0.38,0.5,2.5,1.62,1.38,"Level"
"654","Paper Goods Machine Setters, Operators, and Tenders",2.25,2.5,2.5,2.75,2.88,2.5,2.12,0.88,2.12,2.38,2,0.5,0.75,1.62,1.75,3.12,1.62,3,3.38,1.62,1.62,0.38,2.75,2.25,2.38,0.5,2,2.5,2.5,2.5,2.12,0.38,2.5,2.62,1.62,"Level"
"655","Paperhangers",1.75,2.5,2.5,2.88,2.38,0,0.62,0.12,2,2.25,1.75,0.25,0.5,1.75,1.38,2.5,1.62,2,2.38,0.62,1.88,0,1.88,2.38,0,0.38,2,2.12,2.38,1.12,1.12,0.25,2.38,1.38,2,"Level"
"656","Paralegals and Legal Assistants",3,3.75,2.62,3.12,3.25,0,0,0,2.5,2.75,2.5,0.25,0.25,2.25,1.75,2.88,2.5,0,1.25,1,2.62,0.5,0.25,3.5,0,0.88,2.88,3,3.5,2.25,2,0.62,3,0,3.75,"Level"
"657","Park Naturalists",3,3.5,2.88,3.25,3.75,2,2,0,3,3,3.25,1.25,1.5,2.88,1.5,3.25,2.38,2.25,2.25,2.88,2.62,0.88,2,3.75,1.75,2.38,3,3.25,3.75,2.25,2.38,1.12,3,2,3.75,"Level"
"658","Parking Enforcement Workers",2.25,3,2.25,2.62,2.88,0.62,0.5,0,2.5,2.25,2.25,0,0.12,2.38,1.5,2.75,2.25,2.25,1.88,0.88,2,0.62,1.88,2.5,0.62,0,2.75,2.5,2.75,1.62,1.38,0,2.75,1.75,2.38,"Level"
"659","Parking Lot Attendants",1.75,2.75,2.12,2.25,2.75,0.88,0.25,0,2,2.38,2,0.75,0.75,1.75,2.25,2.38,2,2,1.88,0.25,1.75,0,1.25,1.88,0.25,0,2.5,2.38,2.38,1.62,1.75,0,2,0.88,2,"Level"
"660","Parts Salespersons",3,3.88,3,2.88,3.12,1.38,2,0.12,2.25,3,2.12,1,1.5,1.62,2.5,2.88,3,1.5,2,0.38,3.25,0.62,2,3.12,2,0,3.12,3,3.12,2.12,2,0.62,2.5,1.88,2.88,"Level"
"661","Pathologists",4.62,4.12,4.5,3.62,4.62,0,1.25,0,4.62,4.62,3.88,3,3.12,3.62,3.12,4,2.88,0.88,1.88,1.38,3.25,2,3,5.62,0,4,3,3.5,4.5,3.5,3.5,1.75,3.62,1.38,4.62,"Level"
"662","Patient Representatives",3.5,3.88,3,3.25,4,0,0,0,3.5,3.25,3.12,1.62,1.75,2.88,2.25,3.38,3.38,0,1.62,0.38,3.62,0.75,0.38,3.88,0,1.25,4.12,3.88,3.75,3,3.25,1,3.25,0,3.62,"Level"
"663","Patternmakers, Metal and Plastic",2.25,2.88,2.62,2.88,3,1.88,1.75,1,2.12,2.5,2.12,0.62,0.88,1.75,2.38,3.25,1.75,3,3,2.62,2,0.62,2.75,3.12,1.62,1.38,1.75,2.62,2.75,1.38,2,1.75,2.38,1.88,2,"Level"
"664","Patternmakers, Wood",2.5,3,2.75,2.25,2.88,2.38,2.5,0,1.88,2.62,2,2.25,1.88,2,3.12,3,1.62,3,3.12,2.88,2,0.75,3,3.12,2.38,0.75,1.38,2.5,2.25,2,1.5,1.62,2.62,2.38,2.38,"Level"
"665","Paving, Surfacing, and Tamping Equipment Operators",2.25,2.62,2.5,3.38,3,2.88,2.38,0.5,2.12,2.25,2,0.5,1,1.88,2.5,2.75,1.62,3.12,3.12,0.62,2,0,2.5,2.25,3,0.12,1.75,1.88,2.25,2.12,2,0.88,2.25,2.75,1.88,"Level"
"666","Payroll and Timekeeping Clerks",3,3.38,2.62,2.88,3.38,0,0,0,2.62,3,2.38,0.5,0.38,2.62,3,3.25,2.38,0,0.75,0.25,2.5,0.62,0,3.75,0,0.12,2.75,2.75,3.25,2.38,1.62,0,3,0,3.25,"Level"
